"","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","pickup_date","pickup_hour","pickup_month","pickup_year","pickup_day_of_week","pickup_day","trip_distance"
"12583",5,-73.98824,40.740295,-73.979177,40.741318,2,"1783",20,11,2013,6,22,0.480220865576813
"12584",4.5,-73.936927,40.813695,-73.939337,40.805147,4,"1833",12,1,2014,7,11,0.604583954896903
"12585",7.7,-73.96075,40.756899,-73.963876,40.773966,1,"480",12,4,2010,2,26,1.19184191888503
"12586",9.3,-73.982165,40.731883,-73.96035,40.770555,5,"609",17,9,2010,5,2,2.90898177323918
"12587",8,-73.986482,40.762065,-73.982907,40.750902,1,"1591",8,5,2013,3,14,0.794548549796228
"12588",6.9,-73.988243,40.769698,-73.969718,40.794668,1,"3",19,1,2009,7,3,1.98106251930587
"12589",6.5,-73.971732,40.756693,-73.987911,40.738306,3,"84",19,3,2009,4,25,1.52852963173852
"12590",6.5,-73.972853,40.749883,-73.998173,40.760759,1,"419",6,2,2010,4,24,1.52514808185996
"12591",5.5,-73.985007,40.748047,-73.982805,40.742811,1,"1431",14,12,2012,4,5,0.380117080129405
"12592",20,-73.983187,40.763817,-73.91964,40.766082,6,"1686",3,8,2013,7,17,3.33288222559729
"12593",9,-73.983022,40.730812,-73.98895,40.748232,1,"1700",15,8,2013,7,31,1.24436277795906
"12594",10.1,-73.960675,40.769954,-73.956234,40.803097,1,"856",22,5,2011,2,9,2.30429355871608
"12595",7,-73.97013,40.76428,-73.95537,40.76579,1,"2185",12,12,2014,2,29,0.780290719494488
"12596",13,-73.98578644,40.74726486,-74.00233459,40.76053238,1,"2236",19,2,2015,5,19,1.26256459615947
"12597",5.4,-73.966781,40.764327,-73.972733,40.765049,1,"309",19,11,2009,5,5,0.315797686506378
"12598",6.1,-73.96746,40.788325,-73.980336,40.770202,1,"462",10,4,2010,5,8,1.42348549055718
"12600",6.1,-73.99216,40.759118,-73.977052,40.752457,5,"1335",21,8,2012,6,31,0.915933290165412
"12601",14,-73.982018,40.772527,-73.957005,40.804853,1,"1363",19,9,2012,6,28,2.59147170313246
"12602",18,-73.953087,40.765917,-73.996678,40.736428,1,"2021",8,7,2014,6,18,3.0623826594997
"12603",14.5,-73.993445,40.751737,-74.016185,40.715072,1,"1627",12,6,2013,4,19,2.80226032816894
"12604",10.9,-73.973097,40.762455,-73.945617,40.80465,4,"138",18,5,2009,2,18,3.25423444703768
"12605",18,-73.955044,40.765513,-73.926111,40.827533,1,"2158",10,12,2014,3,2,4.54964317136224
"12606",6.1,-73.95416,40.781317,-73.966132,40.77033,1,"1250",12,6,2012,5,7,0.985306170103969
"12607",8.5,-73.93299866,40.75870895,-73.93965149,40.75180054,1,"2367",17,6,2015,3,30,0.591493506562967
"12608",8.9,-74.003895,40.741787,-73.986022,40.75887,1,"1259",18,6,2012,7,16,1.50779100550976
"12609",11.01,-73.783424,40.648559,-73.982793,40.757356,2,"1893",16,3,2014,4,12,12.8814742816297
"12610",16.5,-73.953919,40.76544,-73.989769,40.756389,1,"281",14,10,2009,5,8,1.97987069607195
"12611",21.7,-73.958948,40.780663,-74.009202,40.70526,5,"879",18,6,2011,4,1,5.84289762508702
"12612",8.1,-73.978,40.7523,-73.9918,40.7639,0,"930",23,7,2011,6,22,1.08009988750834
"12613",13.3,-73.987015,40.720778,-74.015501,40.715817,1,"256",3,9,2009,1,13,1.53233338039056
"12614",7.7,-73.972923,40.752008,-74.00267,40.76069,1,"490",7,5,2010,5,6,1.6703251063376
"12615",15,-73.999397,40.719329,-74.183312,40.688005,2,"965",7,8,2011,6,26,9.88449499511436
"12616",14.1,-73.988342,40.72337,-73.916842,40.70046,1,"1283",1,7,2012,3,10,4.07002133519971
"12617",10.5,-73.98833,40.72334,-73.982313,40.754912,1,"1470",10,1,2013,1,13,2.20650902774599
"12618",10.5,-73.97798,40.752872,-73.969097,40.785567,1,"1470",10,1,2013,1,13,2.30891665175024
"12619",9.5,-73.99386,40.741647,-73.987547,40.728862,4,"1668",17,7,2013,3,30,0.944221561186224
"12620",21.5,-73.972498,40.786228,-74.009302,40.735325,2,"1341",15,9,2012,5,6,4.01442771752106
"12621",6.5,-73.980584,40.676244,-73.965176,40.679405,1,"1598",21,5,2013,3,21,0.837326772042199
"12622",10,-74.007155,40.732349,-73.983678,40.76095,1,"1465",6,1,2013,3,8,2.32969613283255
"12623",8.2,-73.962759,40.794435,-73.962179,40.770605,1,"74",23,3,2009,1,15,1.64861826942879
"12624",6.5,-73.982487,40.767222,-73.988504,40.754056,2,"293",8,10,2009,3,20,0.963721524977897
"12625",8.9,-73.954867,40.783108,-73.975487,40.789342,2,"1206",15,4,2012,3,24,1.16283413011476
"12626",5,-73.987742,40.757877,-73.981775,40.759057,6,"1743",12,10,2013,1,13,0.323117802241719
"12627",7.7,-74.00804,40.739183,-73.990292,40.737458,1,"283",19,10,2009,7,10,0.937803597183727
"12628",5.3,-73.981522,40.743945,-73.98857,40.73139,1,"710",17,12,2010,1,12,0.943735404883708
"12629",4.5,-73.96961,40.760392,-73.971808,40.757262,5,"1453",17,12,2012,5,27,0.245227677696093
"12630",8.5,-73.980287,40.764885,-73.985717,40.778273,3,"1766",21,11,2013,3,5,0.968758368635915
"12631",6,-73.98152,40.780697,-73.974737,40.787975,2,"2125",11,10,2014,5,30,0.616150998839361
"12632",16.1,-73.982908,40.762825,-74.012196,40.702656,1,"722",4,12,2010,6,24,4.43602374895182
"12633",9.3,-73.985557,40.738473,-73.995778,40.754292,1,"1140",20,2,2012,7,18,1.21827387848794
"12634",10,-73.978982,40.724107,-74.003615,40.740227,5,"1819",0,12,2013,7,28,1.70597747519427
"12635",5.5,-73.983523,40.765572,-73.98233,40.775495,5,"1826",19,1,2014,7,4,0.689220356196473
"12636",7.5,-73.967694,40.801748,-73.952888,40.820035,1,"2135",2,11,2014,1,9,1.48353700477067
"12637",8.1,-73.972184,40.757774,-73.987519,40.728747,1,"1023",18,10,2011,2,24,2.16268306033044
"12638",7.7,-73.982457,40.74272,-73.990298,40.7234,1,"492",21,5,2010,7,8,1.39814683780419
"12639",15.3,-73.983935,40.754612,-74.003432,40.710985,3,"689",14,11,2010,1,21,3.1860519984442
"12640",5.7,-73.980563,40.763358,-73.96338,40.775112,5,"1021",19,10,2011,7,22,1.21296933692398
"12641",5.7,-73.974208,40.778728,-73.979727,40.764516,1,"1213",6,5,2012,3,1,1.02468519206055
"12642",19.05,-73.973185,40.751323,-73.782168,40.648728,1,"1557",14,4,2013,4,10,12.2761032454576
"12643",6,-73.96044159,40.78167725,-73.96875763,40.76980972,1,"2296",18,4,2015,2,20,0.929302411521641
"12644",11.3,-73.992223,40.75399,-73.955305,40.773423,2,"702",3,12,2010,7,4,2.35537838015327
"12645",6.5,-73.992632,40.769453,-73.988168,40.753535,1,"384",13,1,2010,3,19,1.12562500077785
"12646",6.1,-74.00649,40.733835,-73.99501,40.749884,2,"1083",23,12,2011,6,23,1.26267183763203
"12647",12,-73.876126,40.773207,-73.876126,40.773207,4,"1812",23,12,2013,7,21,0
"12648",5,-73.952061,40.784079,-73.960861,40.772183,1,"1961",7,5,2014,2,19,0.94316100374954
"12649",14.9,-73.980705,40.774721,-73.982616,40.723259,2,"219",23,8,2009,6,7,3.56107213146964
"12650",7.3,-73.994202,40.7559,-73.973008,40.749426,1,"343",18,12,2009,4,9,1.1974365017299
"12651",17.3,-73.970513,40.757955,-73.961725,40.709752,1,"1126",20,2,2012,7,4,3.36590231935771
"12652",13.96,-74.012764,40.702292,-73.990214,40.749806,1,"1367",11,10,2012,3,2,3.49269171053612
"12653",6.5,-73.990945,40.736303,-73.991173,40.750218,2,"188",20,7,2009,3,7,0.962584797831374
"12654",3.5,-73.987457,40.770407,-73.983925,40.773682,4,"1659",16,7,2013,1,21,0.292489557899609
"12655",15.5,-73.993477,40.69201,-73.95192,40.715242,5,"1892",14,3,2014,3,11,2.70760089112852
"12656",9.83,-73.789566,40.646912,-73.998642,40.645925,2,"277",22,10,2009,1,4,10.9731163595499
"12657",20.5,-73.991128,40.73263,-73.972413,40.632943,1,"302",21,10,2009,5,29,6.96495099888673
"12658",4.9,-73.993701,40.727238,-73.994933,40.720742,3,"366",0,1,2010,6,1,0.453950680514371
"12659",7.7,-73.99541,40.721525,-73.978955,40.744522,2,"1167",1,3,2012,6,16,1.80949322063404
"12660",18.1,-74.010165,40.719922,-74.002397,40.659387,1,"1276",20,7,2012,3,3,4.20702438882701
"12661",16,-73.980996,40.764113,-74.00287,40.731171,1,"1593",19,5,2013,5,16,2.55069528071636
"12662",10.5,-73.98505402,40.74713516,-73.97854614,40.71992111,1,"2331",18,5,2015,2,25,1.9130712510066
"12663",16.5,-74.00891,40.707275,-73.980817,40.759752,1,"1263",8,6,2012,4,20,3.91716150654781
"12664",6.5,-73.964117,40.764847,-73.960542,40.775842,1,"1763",19,11,2013,7,2,0.783250868100996
"12665",7.5,-74.001022,40.731492,-73.998142,40.716837,4,"1975",16,6,2014,2,2,1.02487795525723
"12666",9.7,-74.001193,40.727543,-73.988968,40.755707,1,"521",14,6,2010,1,6,2.0507724893333
"12667",13.05,-73.87042,40.77344,-73.987107,40.764902,2,"1374",12,10,2012,3,9,6.14125182811933
"12668",7,-73.983907,40.742585,-73.987927,40.750735,1,"1468",19,1,2013,6,11,0.601816952764347
"12669",10.1,-73.996879,40.742453,-73.970032,40.753091,1,"124",18,5,2009,2,4,1.58768003154063
"12670",7.5,-73.981735,40.781059,-73.965383,40.800827,1,"1646",19,7,2013,2,8,1.6133839869122
"12671",4.5,-74.000917,40.738107,-74.00067,40.735775,1,"2035",0,8,2014,6,1,0.161824775264155
"12672",9.7,-73.966635,40.793348,-73.971092,40.767158,1,"996",15,9,2011,3,27,1.82656068821236
"12673",21.5,-73.969757,40.763305,-73.955712,40.715757,1,"1339",20,9,2012,3,4,3.37029522962437
"12674",21,-73.995907,40.732817,-73.977772,40.791362,5,"1685",8,8,2013,6,16,4.15956707961795
"12675",18.5,-73.9285202,40.76335526,-73.95350647,40.78802872,2,"2216",6,1,2015,6,30,2.15075274061027
"12676",17.3,-73.978079,40.778524,-73.895673,40.856155,1,"109",23,4,2009,1,19,6.88793095351716
"12677",20.1,-73.977482,40.752508,-73.93939,40.708437,1,"504",2,5,2010,5,20,3.64410781408132
"12678",4.5,-73.959822,40.773377,-73.965215,40.772328,5,"581",12,8,2010,5,5,0.291672774027501
"12679",13.3,-73.975882,40.751842,-74.007212,40.707282,2,"751",19,1,2011,1,23,3.49244816937098
"12680",4,-73.934182,40.762662,-73.94188,40.754597,1,"1625",6,6,2013,2,17,0.688394800093788
"12681",19.5,-73.995672,40.76947,-73.982217,40.744152,1,"1889",15,3,2014,7,8,1.88783855484354
"12682",7.7,-73.977594,40.752095,-73.988781,40.763889,1,"448",22,3,2010,5,25,1.00453600728739
"12683",17.5,-74.00595,40.748455,-73.969867,40.757697,6,"1829",9,1,2014,3,7,1.99585953120672
"12684",9,-73.973957,40.762975,-73.9917,40.74912,1,"1891",19,3,2014,2,10,1.33519463865356
"12685",12,-73.97631,40.749154,-73.977038,40.754154,1,"1970",13,5,2014,4,28,0.347951057854767
"12686",8.9,-73.974082,40.752707,-73.981653,40.77863,5,"414",4,2,2010,6,19,1.83645690267454
"12687",8.9,-73.971062,40.755922,-73.958345,40.717302,1,"590",17,8,2010,7,14,2.75326840954198
"12688",4.5,-73.970123,40.762492,-73.962712,40.770552,1,"844",22,4,2011,4,27,0.679383499146974
"12689",6.5,-73.9967,40.7428,-73.9938,40.7245,1,"1017",20,10,2011,3,18,1.27491781001046
"12690",7,-74.012615,40.717036,-74.003357,40.718891,1,"2111",9,10,2014,5,16,0.502038980270888
"12691",8.9,-73.993572,40.749945,-73.980626,40.764845,2,"1200",18,4,2012,4,18,1.23382893209947
"12692",4.9,-73.989982,40.719577,-73.980958,40.728935,5,"1297",3,7,2012,3,24,0.801732823433091
"12693",6.5,-73.973185,40.752837,-73.957395,40.766122,3,"1659",2,7,2013,1,21,1.2364713471838
"12694",10.5,-73.966075,40.765021,-73.942227,40.756658,1,"2162",3,12,2014,7,6,1.37687713147758
"12695",5.7,-73.9734,40.7592,-73.9769,40.7452,1,"915",21,7,2011,5,7,0.985603623085166
"12696",6.1,-73.970367,40.752367,-73.987045,40.739502,2,"1113",18,1,2012,1,22,1.24730487120193
"12697",8.5,-73.979984,40.761222,-73.954465,40.786899,1,"1733",0,10,2013,5,3,2.22292764510925
"12698",18.5,-73.969841,40.76306152,-73.99099731,40.75145721,1,"2235",15,2,2015,4,18,1.36859765365655
"12700",16.1,-73.989497,40.774517,-73.987222,40.734125,1,"647",10,10,2010,1,10,2.79648573704499
"12701",6,-73.97708,40.752232,-73.99102,40.750572,5,"1646",23,7,2013,2,8,0.73942865870513
"12702",6.5,-73.977765,40.764758,-73.977455,40.758019,1,"1936",11,4,2014,5,24,0.466424379032959
"12703",8.1,-73.992778,40.722762,-74.00645,40.739227,1,"94",23,4,2009,7,4,1.34560416775619
"12704",7.7,-73.976072,40.74816,-73.993919,40.740357,1,"506",12,5,2010,7,22,1.07985197645865
"12705",15.57,-73.87252,40.774182,-73.978052,40.741922,1,"1068",23,12,2011,5,8,5.96263553536351
"12707",9.5,-74.003242,40.731817,-73.984014,40.729203,2,"1678",20,8,2013,6,9,1.02395831526749
"12708",9,-73.995455,40.739377,-73.970358,40.756593,3,"1695",21,8,2013,2,26,1.77418773584215
"12709",4.5,-73.973722,40.754682,-73.973267,40.747078,5,"297",18,10,2009,7,24,0.526514295947817
"12710",6.9,-73.99125,40.760285,-73.985316,40.739901,1,"793",22,3,2011,1,6,1.44385655141826
"12711",8.1,-73.995079,40.760127,-73.972062,40.763068,1,"111",11,4,2009,3,21,1.2229493023084
"12712",9.7,-73.980087,40.745613,-73.980853,40.76074,1,"630",19,9,2010,5,23,1.04711510066383
"12713",6.1,-73.989293,40.755811,-73.985176,40.745214,1,"983",5,9,2011,4,14,0.764090036643142
"12714",6.1,-74.002789,40.730886,-73.986275,40.734596,1,"996",22,9,2011,3,27,0.902820141258955
"12715",6.5,-73.963338,40.771814,-73.949734,40.780914,1,"1050",8,11,2011,1,20,0.950783341915464
"12716",9,-73.98669,40.739618,-73.99348,40.720298,1,"1759",19,10,2013,3,29,1.38296084721337
"12717",7.5,-73.990679,40.761049,-74.005036,40.741508,1,"2175",22,12,2014,6,19,1.54692302923564
"12718",21.1,-73.985782,40.727887,-73.935982,40.854,1,"1075",13,12,2011,5,15,9.10483309792406
"12719",11,-74.00240326,40.73418045,-73.9886322,40.72146988,1,"2225",15,2,2015,1,8,1.1375748987849
"12720",16.1,-73.92382,40.743895,-73.979465,40.734903,1,"346",9,12,2009,7,12,2.98192548391807
"12721",4.5,-73.969812,40.763047,-73.961332,40.768912,2,"395",12,1,2010,7,30,0.60161873878154
"12722",8.97,-73.781902,40.644752,-73.961532,40.636467,1,"2035",0,8,2014,6,1,9.44571574390574
"12723",4.1,-74.003084,40.708359,-74.012028,40.704449,1,"725",6,12,2010,3,28,0.541381358354605
"12724",6.9,-73.917868,40.74656,-73.948275,40.744862,1,"1263",0,6,2012,4,20,1.5977923921639
"12725",7,-73.961667,40.770437,-73.980167,40.767367,6,"2067",18,9,2014,3,2,0.992140929651857
"12726",5.3,-73.983578,40.726014,-73.983578,40.726014,1,"1168",19,3,2012,7,17,0
"12727",5.3,-73.981325,40.78397,-73.981282,40.771775,1,"1289",15,7,2012,2,16,0.843539994803011
"12728",6,-73.984465,40.769645,-73.991972,40.75929,1,"1409",12,11,2012,3,13,0.817135463273727
"12729",11,-73.940993,40.788461,-73.923185,40.82573,1,"1502",22,2,2013,5,14,2.7413477862151
"12730",6,-73.998943,40.719467,-74.001047,40.731562,2,"1574",16,4,2013,7,27,0.843858649586851
"12731",14.5,-73.967712,40.802815,-73.99382,40.762278,2,"2102",18,10,2014,3,7,3.11963393507712
"12732",10.5,-73.98171997,40.75534058,-73.95639038,40.76736832,4,"2190",18,1,2015,7,3,1.56630262490276
"12733",6.1,-73.980803,40.742048,-73.973362,40.758393,2,"735",8,1,2011,6,7,1.19594371800834
"12734",17.5,-73.989102,40.742557,-73.978382,40.68834,5,"1730",21,9,2013,2,30,3.79211035859746
"12735",9.5,-73.984,40.74939,-73.99726,40.72985,1,"1973",16,5,2014,7,31,1.51979177876309
"12736",7.5,-73.989653,40.756367,-73.975585,40.76097,1,"2004",9,7,2014,3,1,0.802912978697505
"12737",8.5,-73.99304962,40.72013474,-74.00648499,40.73341751,1,"2302",1,4,2015,1,26,1.15765302754619
"12738",4.5,-73.984938,40.742177,-73.983779,40.748897,1,"1040",16,11,2011,5,10,0.468778624766259
"12739",7.5,-74.009853,40.732514,-74.00408,40.751774,4,"1638",1,6,2013,1,30,1.36615060966883
"12740",8.6,-73.994192,40.720077,-73.993356,40.742642,1,"1",1,1,2009,5,1,1.56145239191484
"12741",6.5,-73.958167,40.772862,-73.976418,40.777365,5,"69",9,3,2009,3,10,1.00547609622568
"12742",6.9,-73.990188,40.753647,-73.98541,40.747745,2,"623",22,9,2010,5,16,0.478905065851277
"12743",16.5,-74.005139,40.73023,-73.978681,40.789332,1,"2005",22,7,2014,4,2,4.31676098391161
"12744",6.9,-73.9396,40.81575,-73.943742,40.82299,1,"347",16,12,2009,1,13,0.545717373127508
"12745",3.3,-73.963827,40.765338,-73.959523,40.771133,5,"433",14,3,2010,4,10,0.459907005200999
"12746",6.5,-73.98871,40.736768,-74.0054,40.738443,1,"786",20,2,2011,1,27,0.882380643164501
"12747",4.9,-74.003217,40.739067,-74.003183,40.749202,2,"1074",19,12,2011,4,14,0.701047559313348
"12748",11.3,-73.946902,40.772385,-73.985747,40.7414,1,"1288",21,7,2012,1,15,2.95568291465823
"12749",6,-73.967806,40.755961,-73.95504,40.771687,1,"1458",3,1,2013,3,1,1.27694079025169
"12750",5,-73.977726,40.742327,-73.986435,40.73569,1,"1706",19,9,2013,6,6,0.647376369537759
"12751",9.63,-73.776765,40.64543,-73.97997,40.764357,1,"1487",12,1,2013,4,30,13.4614066502611
"12752",10.5,-73.988075,40.759597,-73.980002,40.789785,1,"1697",23,8,2013,4,28,2.13051541134046
"12753",9.5,-73.975633,40.765248,-73.989648,40.745617,2,"1517",8,3,2013,6,1,1.54373845033443
"12754",6,-73.99548,40.744337,-73.993687,40.751905,5,"2083",11,9,2014,5,18,0.531849313267174
"12755",4.1,-73.973877,40.751827,-73.968437,40.758728,5,"175",21,6,2009,4,24,0.555975212060037
"12756",6.1,-73.981317,40.753325,-73.983478,40.762252,1,"225",20,8,2009,5,13,0.627782121774329
"12758",8,-73.960337,40.766119,-73.974738,40.741934,1,"1576",5,4,2013,2,29,1.83520402273255
"12759",3.5,-73.964902,40.755649,-73.960996,40.760727,1,"1577",23,4,2013,3,30,0.406520871860829
"12760",13,-73.994806,40.731732,-73.990459,40.748403,1,"2082",14,9,2014,4,17,1.17543475211128
"12761",4.5,-73.99074,40.686229,-73.991155,40.692592,1,"1109",7,1,2012,4,18,0.440671209149048
"12762",15,-73.971607,40.759167,-74.004372,40.707277,1,"1784",19,11,2013,7,23,3.97896771277783
"12763",18,-73.99940491,40.74415207,-73.96823883,40.7679863,1,"2357",13,6,2015,7,20,2.32048601702244
"12764",4.9,-73.999608,40.719553,-73.994398,40.722102,1,"825",20,4,2011,6,8,0.325096485688001
"12765",5.7,-74.001482,40.747138,-73.98504,40.762278,1,"875",7,5,2011,7,28,1.35607553640343
"12766",12.5,-73.986892,40.742602,-73.990227,40.766765,1,"1538",17,3,2013,6,22,1.68048245936847
"12767",5.5,-74.008068,40.714955,-74.005227,40.71998,1,"1546",17,3,2013,7,30,0.378151381340974
"12768",8.9,-73.956785,40.744557,-73.915901,40.747459,1,"388",21,1,2010,7,23,2.15188703363525
"12769",6.1,-74.001506,40.741297,-73.994962,40.755426,1,"891",15,6,2011,2,13,1.03573017452799
"12770",8.5,-73.974388,40.783212,-73.983472,40.761652,1,"1884",14,3,2014,2,3,1.56539893823844
"12771",7.3,-73.965366,40.754998,-73.947467,40.779522,1,"79",14,3,2009,6,20,1.93825624397891
"12772",8,-73.978345,40.74162,-73.988883,40.720275,1,"1737",8,10,2013,2,7,1.57639055852518
"12773",11.02,-73.871347,40.773997,-73.774422,40.723192,6,"1822",22,12,2013,3,31,6.17632855076232
"12774",8.5,-73.98963928,40.75849152,-73.97083282,40.76441956,1,"2313",19,5,2015,5,7,1.06723058024464
"12775",6.5,-73.983357,40.741325,-74.002255,40.738735,2,"1189",22,4,2012,7,7,1.00650101335805
"12776",10.5,-73.956295,40.767577,-73.97775,40.757662,1,"1430",8,12,2012,3,4,1.31676254314691
"12777",2.9,-73.967964,40.802643,-73.968194,40.800465,1,"368",21,1,2010,1,3,0.151134416265641
"12778",9.7,-73.984277,40.764986,-73.95087,40.770808,2,"1275",9,7,2012,2,2,1.79583561069672
"12779",14.5,-73.954147,40.774582,-73.978862,40.762412,1,"1441",21,12,2012,7,15,1.54434044143664
"12780",12.9,-73.956078,40.772893,-73.987197,40.742657,1,"107",8,4,2009,6,17,2.65191077372611
"12781",18.1,-73.987243,40.745021,-73.955122,40.735775,1,"939",20,7,2011,1,31,1.80081920056909
"12782",6.5,-73.981247,40.771008,-73.982045,40.759782,1,"1072",10,12,2011,2,12,0.77763515369527
"12783",10,-73.953272,40.706787,-73.955138,40.694392,1,"1709",3,9,2013,2,9,0.862937172338202
"12784",16.57,-74.01439,40.70383,-73.97819,40.76459,1,"2101",14,10,2014,2,6,4.6112559760541
"12785",12.1,-73.985486,40.747109,-73.946465,40.775579,1,"217",20,8,2009,4,5,2.83860678173792
"12786",8.1,-73.983292,40.7618,-73.982315,40.769067,1,"625",1,9,2010,7,18,0.505262876436337
"12788",4.5,-73.9958,40.7308,-73.992844,40.724167,1,"1326",19,8,2012,4,22,0.484268326890682
"12789",12,-73.983604,40.76586,-73.976575,40.753089,1,"2160",7,12,2014,5,4,0.957071850114012
"12790",6.5,-73.990645,40.742345,-74.002889,40.733635,1,"7",15,1,2009,4,7,0.880215910420142
"12791",8.1,-73.98543,40.743942,-74.005443,40.72684,1,"982",10,9,2011,3,13,1.58103125297668
"12792",9.5,-73.992578,40.753203,-73.996253,40.732957,3,"1411",21,11,2012,5,15,1.4136118114991
"12793",6,-73.975696,40.75641,-73.965985,40.753826,1,"1663",23,7,2013,5,25,0.539309724432701
"12794",8.5,-73.970284,40.758459,-73.982305,40.748602,1,"1102",9,1,2012,4,11,0.928237674670856
"12795",6.5,-73.964167,40.77645,-73.980091,40.765713,1,"1476",20,1,2013,7,19,1.11688354378629
"12796",5.5,-73.982021,40.776131,-73.985487,40.762797,1,"1945",7,5,2014,7,3,0.940024616906167
"12797",17.5,-73.950777,40.779247,-73.978437,40.755935,1,"1983",10,6,2014,3,10,2.16792294298995
"12798",8,-73.986515,40.758014,-73.988687,40.745371,1,"2097",20,10,2014,5,2,0.881900305077646
"12799",10.5,-73.99069977,40.73487473,-73.99050903,40.74608231,1,"2325",9,5,2015,3,19,0.775300878984588
"12800",10.9,-73.962054,40.77932,-73.966578,40.759958,1,"251",16,9,2009,3,8,1.36009059296206
"12801",10,-73.994935,40.745258,-73.984739,40.728869,2,"1630",21,6,2013,7,22,1.25327877605384
"12802",7.5,-73.97933,40.786888,-73.96553,40.790741,1,"1844",18,1,2014,4,22,0.770291144508656
"12803",7.5,-73.968393,40.754905,-73.984823,40.748375,1,"1557",13,4,2013,4,10,0.97222623047835
"12804",12.22,-73.872815,40.774149,-73.963763,40.766092,1,"2152",13,11,2014,4,26,4.79683731697525
"12805",17,-73.97182465,40.78214645,-73.94095612,40.83937836,3,"2342",6,6,2015,6,5,4.27592930146124
"12806",6.1,-73.9949,40.734165,-73.994552,40.750272,1,"712",7,12,2010,3,14,1.11428212469233
"12807",16.1,-73.973968,40.784112,-74.001425,40.729272,1,"1188",19,4,2012,6,6,4.05696626598264
"12808",21,-73.983374,40.72287,-73.97263,40.79626,2,"1483",2,1,2013,7,26,5.10755472542374
"12809",8.5,-73.97696,40.78814,-73.98866,40.76348,2,"1203",19,4,2012,7,21,1.81250585555316
"12810",13.8,-73.982093,40.691477,-73.987777,40.756842,5,"1396",12,10,2012,4,31,4.53115199163572
"12811",6.9,-73.976686,40.750698,-73.992352,40.743271,1,"87",18,3,2009,7,28,0.968446558989412
"12812",6.1,-73.988468,40.754703,-73.985342,40.761978,1,"619",18,9,2010,1,12,0.529200545201569
"12813",7.7,-73.94753,40.805142,-73.948907,40.785027,1,"1013",19,10,2011,6,14,1.39323636375232
"12814",7,-73.994759,40.740002,-73.984682,40.750038,1,"2047",11,8,2014,4,13,0.872230800836018
"12815",16.11,-73.98495483,40.76910019,-73.79016876,40.64683533,1,"2212",5,1,2015,2,26,13.2604186861726
"12816",7.3,-73.991677,40.749905,-73.971788,40.754782,1,"243",23,8,2009,2,31,1.09541172044781
"12817",10.9,-73.967109,40.756902,-74.003049,40.733419,1,"1062",18,12,2011,6,2,2.48712999879585
"12818",18.5,-74.014526,40.71128,-73.992114,40.754253,1,"2167",14,12,2014,5,11,3.19618087517945
"12819",16.82,-73.78205872,40.64465332,-73.9957962,40.74246216,1,"2229",23,2,2015,5,12,13.0930396617094
"12820",9.3,-73.97317,40.782638,-73.965343,40.808597,1,"107",23,4,2009,6,17,1.84178656438859
"12821",8.1,-73.989153,40.739925,-73.970327,40.753704,1,"826",23,4,2011,7,9,1.37174919811611
"12822",12.1,-73.977897,40.786717,-73.992655,40.75383,1,"935",11,7,2011,4,27,2.40259925110216
"12823",11.7,-73.924831,40.706906,-73.983744,40.723058,1,"1307",2,8,2012,6,3,3.28459694231153
"12824",7.5,-73.98972,40.752459,-73.988762,40.758534,1,"1565",11,4,2013,5,18,0.423199625626483
"12825",17.14,-73.946003,40.777432,-74.00492,40.737388,1,"1812",9,12,2013,7,21,4.1474890002699
"12826",16.5,-73.990988,40.75517,-73.963335,40.810708,5,"821",9,4,2011,2,4,4.1055565529109
"12827",6.5,-73.9584,40.7816,-73.9807,40.7748,1,"911",18,7,2011,1,3,1.25920166583448
"12828",12,-73.977432,40.758078,-74.003599,40.742696,1,"1452",11,12,2012,4,26,1.7355660080932
"12829",13,-74.005826,40.740556,-73.978233,40.751274,1,"1929",11,4,2014,5,17,1.62497494577664
"12830",6.5,-73.97421,40.747345,-73.98014,40.758492,1,"238",7,8,2009,4,26,0.831301870045041
"12831",10.5,-73.986247,40.730368,-73.962868,40.710138,1,"813",20,3,2011,7,26,1.86018714918698
"12832",5.5,-73.943288,40.777,-73.952475,40.768727,1,"1752",11,10,2013,3,22,0.747707475845424
"12833",15.12,-73.92694092,40.76493835,-74.00267029,40.73971939,1,"2212",6,1,2015,2,26,4.33467751020032
"12834",6.9,-73.976474,40.755232,-73.961894,40.775411,1,"362",13,12,2009,2,28,1.59112876921918
"12835",7.3,-73.984934,40.761804,-73.9637,40.774299,1,"372",19,1,2010,5,7,1.40868733400252
"12836",6.1,-73.983044,40.731608,-74.005022,40.740784,1,"429",7,3,2010,7,6,1.31520576509704
"12837",4.9,-73.982615,40.739462,-73.984936,40.749458,1,"739",8,1,2011,3,11,0.702047687965583
"12838",5.7,-73.982321,40.740182,-73.996792,40.741461,1,"893",23,6,2011,4,15,0.763546774487178
"12839",5,-73.993995,40.74118,-73.98781,40.749897,6,"1966",18,5,2014,7,24,0.684557171553142
"12840",11.7,-73.923567,40.743898,-73.95338,40.77581,1,"164",23,6,2009,7,13,2.70414152692034
"12841",11.3,-74.010017,40.7194,-73.982123,40.731723,1,"335",23,12,2009,3,1,1.69252942521381
"12842",6.5,-73.953155,40.817783,-73.938548,40.81264,1,"515",0,5,2010,2,31,0.843375516210354
