fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,pickup_date,pickup_day,pickup_hour,pickup_month,pickup_year,pickup_day_of_week,trip_distance
4.5,-73.975303,40.764408,-73.967968,40.770182,5.0,969.0,1.0,19.0,9.0,2011.0,4,0.5536111577338926
5.5,-73.98031999999999,40.765836,-73.98736,40.751765999999996,1.0,1619.0,12.0,8.0,6.0,2013.0,3,1.039621539238985
17.41,-73.80496979,40.65055847,-73.99146271,40.74940109,1.0,2322.0,17.0,11.0,5.0,2015.0,0,11.919359007397675
9.5,-73.985502,40.71759,-73.946503,40.718677,1.0,1498.0,11.0,21.0,2.0,2013.0,1,2.0436707511846013
12.5,-73.988247,40.730261999999996,-73.963065,40.755565000000004,1.0,1757.0,28.0,10.0,10.0,2013.0,1,2.1895622796399405
7.5,-73.95056152,40.77108383,-73.94694519,40.78505707,1.0,2320.0,15.0,6.0,5.0,2015.0,5,0.9838232839126172
12.5,-74.005607,40.720355,-73.97163499999999,40.760362,1.0,885.0,8.0,7.0,6.0,2011.0,3,3.2869065050026425
17.92,-73.985656,40.723101,-73.870304,40.773486,1.0,1556.0,10.0,6.0,4.0,2013.0,3,6.969685059021453
7.5,-73.9858551,40.741668700000005,-73.98956299,40.74819565,1.0,2221.0,5.0,17.0,2.0,2015.0,4,0.4909642449771596
6.5,-73.990353,40.750992,-73.988688,40.768923,5.0,1427.0,2.0,1.0,12.0,2012.0,0,1.2419729904905414
8.0,-73.98612,40.722195,-73.976138,40.743957,1.0,1475.0,19.0,2.0,1.0,2013.0,6,1.5918445310440372
6.0,-73.953681,40.78201,-73.945216,40.779306,3.0,1832.0,11.0,8.0,1.0,2014.0,6,0.4806707778215001
6.5,-73.970171,40.784209000000004,-73.950673,40.782501,1.0,796.0,10.0,20.0,3.0,2011.0,4,1.026869212602265
8.9,-73.988736,40.748014000000005,-73.96643399999999,40.758520000000004,1.0,869.0,23.0,18.0,5.0,2011.0,1,1.3745860418010751
12.5,-74.00498499999999,40.740736,-73.967999,40.768487,1.0,314.0,11.0,16.0,11.0,2009.0,3,2.724669787833909
9.3,-73.991422,40.73174,-73.988073,40.750473,2.0,606.0,31.0,18.0,8.0,2010.0,2,1.3061449594743504
4.9,-73.990487,40.755983,-73.977665,40.756793,1.0,641.0,5.0,6.0,10.0,2010.0,2,0.6734030512103849
4.9,-73.962917,40.810862,-73.955265,40.808555,1.0,1261.0,19.0,0.0,6.0,2012.0,2,0.4307446173701776
8.5,-73.95458984,40.765338899999996,-73.96502686,40.77494049,1.0,2254.0,10.0,19.0,3.0,2015.0,2,0.859285695897686
10.9,-73.99800400000001,40.725857,-73.991754,40.749033000000004,1.0,355.0,22.0,12.0,12.0,2009.0,2,1.634394669028545
3.3,-73.98003800000001,40.765768,-73.98584,40.763236,1.0,397.0,2.0,23.0,2.0,2010.0,2,0.3504201219237061
7.3,-74.041883,40.730171999999996,-73.991085,40.738618,1.0,1139.0,18.0,13.0,2.0,2012.0,6,2.722798439785459
8.5,-73.990325,40.772093,-73.970228,40.794242,2.0,640.0,4.0,8.0,10.0,2010.0,1,1.8567228595538365
13.3,-74.00709499999999,40.707347,-73.992215,40.743697999999995,2.0,1283.0,11.0,9.0,7.0,2012.0,3,2.629688227294243
9.3,-73.975748,40.788838,-73.953165,40.807359000000005,2.0,756.0,29.0,19.0,1.0,2011.0,6,1.7414954399921978
11.92,-73.78515300000001,40.648527,-73.987758,40.77622,1.0,863.0,17.0,19.0,5.0,2011.0,2,13.799687592423039
7.7,-73.99335500000001,40.752433,-73.973962,40.764914000000005,2.0,1056.0,27.0,15.0,11.0,2011.0,0,1.3318318275892354
10.55,-74.01357,40.70593,-74.00074000000001,40.73896,1.0,2167.0,12.0,10.0,12.0,2014.0,5,2.3789876336098033
8.5,-73.97860899999999,40.736686,-73.98692,40.718314,1.0,930.0,23.0,23.0,7.0,2011.0,6,1.3419026025772312
7.7,-73.98135,40.750288,-73.955278,40.777713,1.0,1098.0,8.0,21.0,1.0,2012.0,0,2.334983921576221
8.0,-73.966891,40.77012,-73.97239499999999,40.786305,2.0,1766.0,6.0,8.0,11.0,2013.0,3,1.154758765669005
16.6,-73.978608,40.762113,-73.978307,40.762792,1.0,37.0,7.0,21.0,2.0,2009.0,6,0.04948828758450583
9.0,-73.98956,40.743390000000005,-73.96217,40.75649,1.0,2183.0,28.0,15.0,12.0,2014.0,0,1.6954789915223074
8.5,-73.95867157,40.76442719,-73.97535706,40.75220108,1.0,2338.0,2.0,18.0,6.0,2015.0,2,1.214974396985032
8.1,-73.953725,40.7668,-73.979067,40.766659999999995,1.0,19.0,20.0,15.0,1.0,2009.0,2,1.3261697707061315
11.5,-73.978578,40.750471999999995,-73.952223,40.781075,1.0,1407.0,12.0,17.0,11.0,2012.0,1,2.5244895439427943
6.5,-74.00039699999999,40.747877,-73.993053,40.76775,1.0,739.0,12.0,5.0,1.0,2011.0,3,1.425872676631947
14.5,-73.972342,40.757108,-73.990275,40.756427,3.0,583.0,8.0,15.0,8.0,2010.0,0,0.9397444952963571
12.9,-73.971287,40.75115,-74.00305300000001,40.70835,4.0,939.0,1.0,21.0,8.0,2011.0,1,3.3928323887196843
3.7,-73.976955,40.755902,-73.97172900000001,40.763206,1.0,1262.0,20.0,7.0,6.0,2012.0,3,0.5740065658255096
8.0,-74.004609,40.751962,-73.99229,40.759929,1.0,1354.0,20.0,17.0,9.0,2012.0,4,0.8477725814616531
8.5,-73.991162,40.770027,-73.99061999999999,40.750921999999996,1.0,1880.0,28.0,17.0,2.0,2014.0,5,1.320332699965678
8.02,-73.987774,40.721345,-73.991377,40.750105,1.0,204.0,24.0,23.0,7.0,2009.0,5,1.9960570171501912
6.9,-73.976692,40.750651,-73.970301,40.765282,1.0,700.0,3.0,13.0,12.0,2010.0,5,1.0648032661588018
15.5,-73.946675,40.78246,-73.951992,40.819217,1.0,1805.0,15.0,2.0,12.0,2013.0,0,2.5548435795647673
4.0,-73.969915,40.76015,-73.97506800000001,40.760145,1.0,2071.0,7.0,13.0,9.0,2014.0,0,0.2696809021594357
4.9,-73.995029,40.760236,-73.981474,40.760446,1.0,1008.0,10.0,11.0,10.0,2011.0,1,0.7095430969993095
14.5,-73.977587,40.762932,-73.912728,40.766705,2.0,1793.0,3.0,0.0,12.0,2013.0,2,3.4041338561816405
6.5,-73.96375,40.756978000000004,-73.967952,40.768840999999995,1.0,1991.0,19.0,10.0,6.0,2014.0,4,0.8486397513741215
3.7,-74.008587,40.733109999999996,-74.00689,40.725878,1.0,432.0,10.0,10.0,3.0,2010.0,3,0.5075212978621958
4.1,-74.01289799999999,40.7171,-74.008043,40.714652,1.0,524.0,10.0,15.0,6.0,2010.0,4,0.30537459053656935
5.3,-73.990236,40.738116,-73.989873,40.731853,1.0,835.0,19.0,14.0,4.0,2011.0,2,0.4331486191823012
8.9,-73.95389200000001,40.788027,-73.97248,40.756467,1.0,898.0,21.0,21.0,6.0,2011.0,2,2.3876646362314458
16.0,-73.99521,40.739807,-73.965395,40.763682,1.0,1766.0,6.0,14.0,11.0,2013.0,3,2.2707985215479547
12.1,-74.000262,40.747842,-73.97469,40.756071999999996,1.0,1290.0,18.0,9.0,7.0,2012.0,3,1.4542506812413605
7.5,-73.990695,40.750422,-73.976295,40.756565,1.0,2048.0,15.0,7.0,8.0,2014.0,5,0.8649888899227844
3.3,-73.95620600000001,40.775554,-73.959525,40.773956,1.0,1162.0,12.0,12.0,3.0,2012.0,1,0.20578787112480626
7.3,-73.984724,40.758524,-73.98643,40.747164,2.0,1315.0,12.0,13.0,8.0,2012.0,0,0.7899629628955591
5.0,-73.96943,40.790409999999994,-73.97876,40.77756,1.0,2186.0,31.0,20.0,12.0,2014.0,3,1.0131758160993167
9.7,-73.962825,40.758451,-73.983979,40.770433000000004,3.0,544.0,30.0,14.0,6.0,2010.0,3,1.3823403312670628
8.5,-74.003277,40.748971000000004,-73.985493,40.749021,1.0,1137.0,16.0,13.0,2.0,2012.0,4,0.9308827512861876
7.5,-73.985202,40.744815,-73.971337,40.761942,1.0,1415.0,20.0,6.0,11.0,2012.0,2,1.388155807807189
5.5,-73.986975,40.733394,-73.986213,40.740339,1.0,1753.0,24.0,10.0,10.0,2013.0,4,0.4815085555939376
6.5,-73.978402,40.736746999999994,-73.969385,40.749502,1.0,1786.0,26.0,10.0,11.0,2013.0,2,0.9997346584017416
21.5,-73.94580699999999,40.777775,-74.00157,40.747482,6.0,1902.0,22.0,18.0,3.0,2014.0,6,3.5912258240259214
14.0,-73.992351,40.749545,-74.013407,40.71542,1.0,2042.0,9.0,1.0,8.0,2014.0,6,2.6028045699092397
12.1,-73.955892,40.764043,-73.99217900000001,40.735465999999995,1.0,119.0,30.0,12.0,4.0,2009.0,4,2.739737557465887
13.3,-73.97355,40.794662,-73.967913,40.754638,1.0,630.0,24.0,20.0,9.0,2010.0,5,2.781075694845776
6.5,-73.953889,40.787310999999995,-73.939,40.800107000000004,1.0,1373.0,9.0,11.0,10.0,2012.0,2,1.178228327402168
8.41,-73.94151600000001,40.798802,-73.994826,40.748729,2.0,1404.0,9.0,15.0,11.0,2012.0,5,4.444130248334865
4.0,-73.991295,40.765287,-73.98349499999999,40.77111,6.0,1540.0,25.0,15.0,3.0,2013.0,1,0.5731189399596579
14.9,-73.978961,40.758907,-74.01389499999999,40.715384,1.0,390.0,26.0,11.0,1.0,2010.0,2,3.519629517226834
20.5,-73.980012,40.766774,-73.994434,40.717289,2.0,532.0,18.0,15.0,6.0,2010.0,5,3.501445337912443
3.7,-73.984923,40.753492,-73.981248,40.752241999999995,1.0,699.0,2.0,8.0,12.0,2010.0,4,0.2108509773878818
13.0,-74.004248,40.742418,-73.984755,40.759215000000005,2.0,1755.0,26.0,2.0,10.0,2013.0,6,1.5452895741721648
11.5,-74.01714799999999,40.705455,-74.00430300000001,40.730537,1.0,2077.0,13.0,21.0,9.0,2014.0,6,1.858968341915808
11.3,-73.974918,40.758494,-73.998571,40.723248999999996,1.0,1269.0,27.0,12.0,6.0,2012.0,3,2.731920190559088
8.5,-73.967701,40.792737,-73.955045,40.780105,1.0,159.0,9.0,19.0,6.0,2009.0,2,1.0954975340917845
10.5,-74.005025,40.708125,-73.97843,40.73938,5.0,716.0,19.0,20.0,12.0,2010.0,0,2.569598120656121
7.7,-73.995882,40.75922,-73.972235,40.759251,1.0,866.0,20.0,8.0,5.0,2011.0,5,1.2375773630688665
8.1,-73.9994,40.7438,-73.9904,40.7248,0.0,1004.0,6.0,23.0,10.0,2011.0,4,1.3947754204679876
4.1,-73.955444,40.779436,-73.948512,40.779892,1.0,270.0,28.0,13.0,9.0,2009.0,1,0.36404351684861375
6.1,-73.99756500000001,40.750567,-73.98554200000001,40.762217,1.0,867.0,21.0,20.0,5.0,2011.0,6,1.0217076598354
15.7,-73.86279499999999,40.769027,-73.923467,40.739771999999995,1.0,1085.0,26.0,12.0,12.0,2011.0,1,3.7642681507409277
8.1,-73.970161,40.759543,-73.99369300000001,40.740193,1.0,1331.0,28.0,10.0,8.0,2012.0,2,1.8178588582442523
20.27,-73.92981,40.767497,-73.980822,40.744488,2.0,253.0,11.0,20.0,9.0,2009.0,5,3.10733621643645
10.1,-73.983841,40.767227,-73.98285,40.731389,1.0,581.0,6.0,2.0,8.0,2010.0,5,2.4767098449233775
13.5,-73.97341,40.74369,-74.01146999999999,40.70239,1.0,2116.0,22.0,8.0,10.0,2014.0,3,3.4806179332287526
4.1,-73.98214499999999,40.778395,-73.98765300000001,40.775304999999996,1.0,661.0,25.0,19.0,10.0,2010.0,1,0.35865489701547554
8.1,-73.95320699999999,40.782827000000005,-73.97995,40.780893,1.0,393.0,29.0,16.0,1.0,2010.0,5,1.4054961158069965
5.7,-73.978838,40.736247999999996,-73.980558,40.7454,1.0,146.0,27.0,11.0,5.0,2009.0,3,0.6387206570297886
5.3,-74.001471,40.735769,-73.997364,40.726002,1.0,1272.0,30.0,19.0,6.0,2012.0,6,0.7082661077782518
8.5,-73.981219,40.759397,-73.986476,40.775831,2.0,1812.0,22.0,10.0,12.0,2013.0,0,1.1683279017481523
11.0,-74.008717,40.713968,-73.98849200000001,40.720092,1.0,1963.0,22.0,15.0,5.0,2014.0,4,1.140546914321695
13.7,-73.95102800000001,40.782934999999995,-73.98225,40.760473,2.0,134.0,15.0,9.0,5.0,2009.0,5,2.2533600427018774
11.7,-74.01584799999999,40.709925,-73.984527,40.750157,3.0,531.0,17.0,20.0,6.0,2010.0,4,3.227446107755721
7.3,-73.97661,40.78252,-73.98233499999999,40.773407,2.0,1035.0,6.0,15.0,11.0,2011.0,0,0.6972643971536843
4.1,-73.9818,40.7717,-73.9856,40.7688,2.0,1052.0,23.0,22.0,11.0,2011.0,3,0.28228776586528304
2.9,-73.981236,40.753534,-73.983721,40.749928000000004,1.0,1292.0,20.0,8.0,7.0,2012.0,5,0.2810582114330036
15.23,-73.984998,40.724334999999996,-73.87049,40.773812,5.0,1627.0,20.0,9.0,6.0,2013.0,4,6.900090700335608
21.0,-73.92423248,40.77449036,-73.94399261,40.75669098,1.0,2254.0,10.0,8.0,3.0,2015.0,2,1.6067745037933825
8.5,-73.99155999999999,40.749916999999996,-73.972971,40.76236,1.0,1494.0,7.0,7.0,2.0,2013.0,4,1.2983386437766722
7.5,-73.98058319,40.74248505,-73.99462891,40.75038147,2.0,2204.0,18.0,18.0,1.0,2015.0,0,0.9155499267231009
13.0,-73.98949,40.75731,-73.95239000000001,40.76879,5.0,2176.0,21.0,13.0,12.0,2014.0,0,2.0973079239149994
8.9,-74.00246800000001,40.739732000000004,-74.009697,40.709845,1.0,1328.0,25.0,18.0,8.0,2012.0,6,2.0993991424781777
14.56,-73.98934,40.73611,-73.90654,40.829370000000004,1.0,2148.0,23.0,19.0,11.0,2014.0,0,7.764364809224954
20.0,-73.993633,40.677836,-73.97880699999999,40.65083,1.0,436.0,14.0,10.0,3.0,2010.0,0,2.0212592408337016
8.5,-73.970102,40.75284,-73.988948,40.741407,1.0,1566.0,20.0,8.0,4.0,2013.0,6,1.263795752087405
7.5,-73.958536,40.768758,-73.977184,40.751769,1.0,1655.0,18.0,5.0,7.0,2013.0,4,1.5265382709833226
5.7,-73.993935,40.741468,-74.00357199999999,40.732434999999995,2.0,325.0,22.0,1.0,11.0,2009.0,0,0.8025407596492011
10.5,-73.986223,40.761973,-73.947008,40.777423,1.0,658.0,22.0,0.0,10.0,2010.0,5,2.3130681932532227
20.0,-73.98634,40.750197,-73.91738199999999,40.76145,2.0,1489.0,2.0,19.0,2.0,2013.0,6,3.6919291296461147
9.5,-73.97381999999999,40.751977000000004,-73.974857,40.759927000000005,2.0,1529.0,14.0,20.0,3.0,2013.0,4,0.5519668019070711
17.0,-73.99153137,40.74993134,-73.97126007,40.76111984,1.0,2299.0,24.0,12.0,4.0,2015.0,5,1.312728575469175
5.3,-73.96755,40.7877,-73.961892,40.778617,1.0,1039.0,10.0,11.0,11.0,2011.0,4,0.6938805465680277
6.0,-73.977862,40.680267,-73.98876800000001,40.66555,1.0,1658.0,21.0,19.0,7.0,2013.0,0,1.1664480716130823
18.9,-73.984553,40.717281,-73.912415,40.771884,1.0,875.0,29.0,4.0,5.0,2011.0,0,5.337883470705065
7.7,-73.97253,40.749159000000006,-73.979499,40.725221999999995,1.0,987.0,19.0,21.0,9.0,2011.0,1,1.6936513373280104
6.1,-74.00012,40.734682,-73.996597,40.722114000000005,1.0,1296.0,24.0,22.0,7.0,2012.0,2,0.8877411079613913
13.03,-74.010202,40.72068,-73.890722,40.749092,1.0,1599.0,23.0,17.0,5.0,2013.0,4,6.556124231046508
9.0,-74.005402,40.739887,-73.992703,40.725342,2.0,1889.0,9.0,14.0,3.0,2014.0,0,1.2049922041588046
11.3,-73.987509,40.71983,-74.011292,40.704762,1.0,94.0,5.0,14.0,4.0,2009.0,0,1.6233712392753683
6.9,-73.98899200000001,40.744842,-73.985215,40.75318,5.0,112.0,23.0,23.0,4.0,2009.0,4,0.6090789460683099
10.9,-73.97724000000001,40.77663,-73.987278,40.752378,3.0,266.0,24.0,9.0,9.0,2009.0,4,1.7560605673665197
18.5,-73.987791,40.732312,-73.982465,40.774859,1.0,1067.0,8.0,18.0,12.0,2011.0,4,2.9529011040807105
7.5,-73.98618,40.746266999999996,-73.969402,40.75343,5.0,1545.0,30.0,21.0,3.0,2013.0,6,1.0080624146994586
5.0,-73.990495,40.757376,-73.985095,40.759336,3.0,1824.0,3.0,12.0,1.0,2014.0,5,0.3133856873218664
10.0,-73.992807,40.734165000000004,-73.99606800000001,40.738535,1.0,1904.0,24.0,7.0,3.0,2014.0,1,0.3468621030296498
6.9,-73.962267,40.759033,-73.948673,40.773792,1.0,344.0,11.0,11.0,12.0,2009.0,5,1.2433564059121913
4.9,-73.959452,40.781993,-73.975275,40.786032,3.0,344.0,11.0,11.0,12.0,2009.0,5,0.8735689142478418
6.9,-73.993463,40.751775,-73.982067,40.755632,1.0,768.0,10.0,12.0,2.0,2011.0,4,0.6532899788375115
9.0,-73.982662,40.762159999999994,-73.991212,40.750407,2.0,1991.0,19.0,11.0,6.0,2014.0,4,0.927187495258608
6.5,-73.98905699999999,40.739231,-73.980717,40.744074,1.0,477.0,24.0,1.0,4.0,2010.0,6,0.550075550263604
10.5,-73.992581,40.730559,-73.971897,40.747196,2.0,2113.0,19.0,14.0,10.0,2014.0,0,1.5792084986100046
6.5,-73.98188,40.773264000000005,-73.984645,40.759190000000004,1.0,823.0,7.0,13.0,4.0,2011.0,4,0.9831253378040017
4.0,-73.98188,40.756352,-73.987238,40.760802000000005,1.0,1945.0,4.0,4.0,5.0,2014.0,0,0.41613459274928566
21.5,-74.007287,40.743828,-73.946907,40.834882,1.0,1502.0,15.0,4.0,2.0,2013.0,5,7.03961042342201
10.5,-73.997522,40.72074,-73.989143,40.754457,2.0,1536.0,21.0,1.0,3.0,2013.0,4,2.370559266092658
6.9,-73.971652,40.763197999999996,-73.952472,40.772488,1.0,168.0,18.0,18.0,6.0,2009.0,4,1.1913630613714752
5.7,-73.966417,40.761775,-73.961547,40.777065,2.0,239.0,28.0,21.0,8.0,2009.0,5,1.0867380456394142
9.3,-73.968358,40.759055,-73.923112,40.744957,2.0,247.0,5.0,4.0,9.0,2009.0,6,2.5607264051283973
9.7,-74.010274,40.719274,-73.989143,40.718951000000004,2.0,477.0,24.0,22.0,4.0,2010.0,6,1.106791878467799
10.1,-73.98070200000001,40.768673,-73.98785699999999,40.728638000000004,1.0,927.0,20.0,19.0,7.0,2011.0,3,2.7913899132266438
6.5,-73.95757900000001,40.776848,-73.96008499999999,40.76277,1.0,1001.0,3.0,12.0,10.0,2011.0,1,0.9814951323271967
8.0,-74.003552,40.722302,-74.011275,40.708296999999995,2.0,1552.0,6.0,12.0,4.0,2013.0,6,1.0487769038880015
11.0,-74.00282,40.73377,-74.00251,40.760734,1.0,1875.0,23.0,17.0,2.0,2014.0,0,1.8631030820377392
6.1,-73.962888,40.791847,-73.962888,40.791847,1.0,735.0,8.0,20.0,1.0,2011.0,6,0.0
5.3,-73.965396,40.755086,-73.95153499999999,40.773736,4.0,1194.0,13.0,22.0,4.0,2012.0,5,1.4787222214743934
8.5,-73.971889,40.759171,-73.950875,40.769713,1.0,1253.0,11.0,18.0,6.0,2012.0,1,1.3190370252076415
11.7,-73.967667,40.771887,-73.939593,40.816085,1.0,590.0,15.0,10.0,8.0,2010.0,0,3.388523852717951
10.5,-73.984185,40.737577,-74.008853,40.719935,1.0,1243.0,1.0,19.0,6.0,2012.0,5,1.775967500008427
5.3,-73.982872,40.73904,-73.979686,40.752607,1.0,880.0,3.0,10.0,6.0,2011.0,5,0.9521092664146347
10.0,-73.98679200000001,40.748715000000004,-73.986142,40.724817,1.0,1437.0,12.0,2.0,12.0,2012.0,3,1.6515429021994508
10.5,-74.002195,40.755522,-73.990477,40.740204999999996,1.0,1704.0,5.0,18.0,9.0,2013.0,4,1.223204155830833
6.5,-73.99190521,40.74232101,-73.97819519,40.75112915,1.0,2295.0,20.0,21.0,4.0,2015.0,1,0.9409581236002266
7.7,-74.001538,40.73106,-74.00666600000001,40.7137,1.0,951.0,13.0,18.0,8.0,2011.0,6,1.2291501611004172
10.5,-73.987853,40.749899,-73.964582,40.76481,1.0,1183.0,2.0,17.0,4.0,2012.0,1,1.5952348468310114
5.0,-74.00274658,40.73981094,-73.99147797,40.73504257,1.0,2280.0,5.0,16.0,4.0,2015.0,0,0.6757038655730097
10.5,-73.952303,40.772812,-73.93902299999999,40.804764,1.0,581.0,6.0,7.0,8.0,2010.0,5,2.3143944698447996
8.5,-73.986222,40.756212,-73.999412,40.741037,1.0,1264.0,22.0,23.0,6.0,2012.0,5,1.2553906468994935
5.7,-73.9955,40.721509999999995,-74.004802,40.709802,6.0,1335.0,1.0,22.0,9.0,2012.0,6,0.9442985624861789
6.0,-73.95908299999999,40.772102000000004,-73.966502,40.767612,1.0,1449.0,24.0,13.0,12.0,2012.0,1,0.49694311221607024
6.5,-73.971795,40.787092,-73.956815,40.776502,1.0,1512.0,25.0,0.0,2.0,2013.0,1,1.072192541533987
7.5,-73.977772,40.752007,-73.960465,40.769682,1.0,1648.0,11.0,0.0,7.0,2013.0,4,1.5204496238460488
5.3,-73.98683100000001,40.761557,-74.000621,40.75843,3.0,179.0,29.0,13.0,6.0,2009.0,1,0.7533434918009292
8.9,-73.977166,40.774551,-73.955846,40.805357,1.0,889.0,12.0,19.0,6.0,2011.0,0,2.402978154282851
11.23,-73.99377,40.757197,-73.85906700000001,40.714296999999995,1.0,1503.0,16.0,15.0,2.0,2013.0,6,7.649824003217328
5.7,-73.97936,40.763165,-73.973647,40.752753000000006,2.0,8.0,9.0,21.0,1.0,2009.0,5,0.7790607838413378
10.5,-73.98593000000001,40.761334999999995,-73.985388,40.740970000000004,3.0,495.0,12.0,8.0,5.0,2010.0,3,1.4073715206159074
16.0,-73.989018,40.720332,-73.977087,40.681305,1.0,1986.0,14.0,20.0,6.0,2014.0,6,2.7679808525567973
9.5,-73.97359,40.75952,-73.969397,40.787862,1.0,2038.0,5.0,23.0,8.0,2014.0,2,1.9704947928030083
7.3,-74.008094,40.740355,-73.98353,40.73818,2.0,458.0,5.0,22.0,4.0,2010.0,1,1.2947042324334608
7.3,-74.004901,40.741316,-73.983111,40.743565000000004,1.0,972.0,4.0,4.0,9.0,2011.0,0,1.151212285873607
5.0,-73.977052,40.764367,-73.97832199999999,40.757870000000004,2.0,1373.0,9.0,23.0,10.0,2012.0,2,0.45379300076325796
6.5,-73.961281,40.761016999999995,-73.95521,40.770027,1.0,1376.0,12.0,12.0,10.0,2012.0,5,0.6989111825347792
8.0,-73.994702,40.721242,-74.00645,40.737802,5.0,1429.0,4.0,22.0,12.0,2012.0,2,1.299046622327547
9.5,-73.985685,40.723155,-73.99194,40.737682,2.0,2137.0,12.0,13.0,11.0,2014.0,3,1.0557970756057256
9.7,-74.00341,40.73141,-73.977027,40.743734,2.0,211.0,31.0,19.0,7.0,2009.0,5,1.6225960063577278
8.0,-73.975072,40.760573,-73.989986,40.751909999999995,1.0,1801.0,11.0,12.0,12.0,2013.0,3,0.9836417848404233
4.9,-73.969887,40.756347999999996,-73.98134,40.757938,5.0,29.0,30.0,19.0,1.0,2009.0,5,0.6094003854932126
9.3,-73.96329200000001,40.768951,-73.976478,40.735943,1.0,555.0,11.0,19.0,7.0,2010.0,0,2.3827741122346415
4.5,-73.972987,40.786658,-73.98062900000001,40.775117,1.0,866.0,20.0,16.0,5.0,2011.0,5,0.89202578651355
8.0,-73.99394000000001,40.751325,-73.980847,40.741991999999996,1.0,2135.0,10.0,20.0,11.0,2014.0,1,0.9410331692337534
13.7,-73.968913,40.75731,-73.98360500000001,40.764571999999994,1.0,314.0,11.0,13.0,11.0,2009.0,3,0.9181252422631313
4.9,-73.9859,40.7573,-73.9885,40.7463,2.0,1011.0,13.0,17.0,10.0,2011.0,4,0.7721140749921088
20.0,-73.97913361,40.76541519,-73.99804688,40.71617889,1.0,2267.0,23.0,18.0,3.0,2015.0,1,3.5430545694728317
6.5,-73.967853,40.762933000000004,-73.968935,40.767866999999995,4.0,433.0,11.0,17.0,3.0,2010.0,4,0.3455766657118392
4.5,-73.962188,40.763828000000004,-73.962188,40.763828000000004,1.0,732.0,5.0,20.0,1.0,2011.0,3,0.0
13.74,-73.87294769,40.77406311,-73.98612976,40.75565338,1.0,2222.0,6.0,18.0,2.0,2015.0,5,6.057973512310225
9.3,-73.99134000000001,40.731803,-73.987402,40.758784999999996,1.0,568.0,24.0,13.0,7.0,2010.0,6,1.8756383143122677
8.27,-73.973169,40.748687,-73.87311700000001,40.774611,1.0,1323.0,20.0,5.0,8.0,2012.0,1,5.5339643369534945
9.7,-73.956498,40.766877,-73.98648,40.751867,1.0,1336.0,2.0,12.0,9.0,2012.0,0,1.8808736947421605
5.5,-73.997251,40.736744,-73.997022,40.747261,1.0,1434.0,9.0,19.0,12.0,2012.0,0,0.7267533766293351
5.7,-73.993196,40.7309,-74.00323,40.736185,1.0,256.0,14.0,23.0,9.0,2009.0,1,0.6397803648999402
5.7,-73.988575,40.753496000000005,-73.98073199999999,40.751895000000005,1.0,941.0,3.0,13.0,8.0,2011.0,3,0.4251499165575346
6.1,-73.979956,40.724594,-73.996684,40.72124,1.0,1115.0,25.0,22.0,1.0,2012.0,3,0.9060808452236027
13.15,-73.965907,40.805377,-73.961275,40.720695,1.0,1249.0,7.0,18.0,6.0,2012.0,4,5.855980154326468
6.5,-73.959346,40.809284999999996,-73.97300200000001,40.785272,1.0,304.0,1.0,12.0,11.0,2009.0,0,1.806360829151098
3.7,-73.977419,40.763189000000004,-73.97649,40.757911,1.0,384.0,20.0,7.0,1.0,2010.0,3,0.36790122882063525
5.3,-73.971935,40.751882,-73.98550300000001,40.738592,1.0,384.0,20.0,12.0,1.0,2010.0,3,1.1608700740970708
5.3,-73.961136,40.771776,-73.973138,40.759488,1.0,657.0,21.0,7.0,10.0,2010.0,4,1.0560794369619708
5.7,-73.999772,40.717948,-74.003295,40.723462,5.0,815.0,29.0,12.0,3.0,2011.0,2,0.4232974596438691
8.0,-74.006222,40.734204,-74.001779,40.755758,1.0,1637.0,30.0,12.0,6.0,2013.0,0,1.5072889736429214
13.0,-73.998808,40.722826,-73.991656,40.691004,1.0,1670.0,2.0,0.0,8.0,2013.0,5,2.230370179796439
12.21,-73.87315,40.774068,-73.973783,40.75593,3.0,571.0,27.0,17.0,7.0,2010.0,2,5.413274638967447
18.1,-74.005098,40.741695,-73.94783699999999,40.784282,1.0,1305.0,2.0,20.0,8.0,2012.0,4,4.199742447077416
5.5,-73.97160699999999,40.747902,-73.966612,40.757135,2.0,2050.0,17.0,9.0,8.0,2014.0,0,0.6894327838418349
5.3,-73.975862,40.752165000000005,-73.988652,40.748732000000004,2.0,1126.0,5.0,21.0,2.0,2012.0,0,0.7102373980796636
9.5,-73.94601999999999,40.773137,-73.967112,40.763527,1.0,1547.0,1.0,14.0,4.0,2013.0,1,1.2880406387941465
10.53,-74.01537323,40.71153259,-73.92291259999999,40.74118042,6.0,2337.0,1.0,20.0,6.0,2015.0,1,5.2568964516254795
14.2,-73.781347,40.644895,-73.988327,40.7576,1.0,1919.0,8.0,21.0,4.0,2014.0,2,13.348594160366732
7.7,-73.98199,40.752497,-73.99051700000001,40.763103,2.0,601.0,26.0,10.0,8.0,2010.0,4,0.8579986213696205
11.3,-73.997423,40.762112,-73.994737,40.725878,1.0,883.0,6.0,19.0,6.0,2011.0,1,2.507472819251549
11.0,-73.944678,40.747539,-73.92999499999999,40.773206,1.0,1585.0,9.0,10.0,5.0,2013.0,4,1.932742575570821
